id,disease,plants,names,disease_description,treatment_suggestions,symptoms,region,severity,control_measures
1199,Leaf Spot,Corn,Zea,A viral infection,Apply neem oil,Leaf curling,Australia,High,Use certified seeds
1200,Powdery Mildew,Tomato,Lycopersicon,A parasitic infection,Apply neem oil,Leaf curling,America,High,Use certified seeds
1201,Leaf Spot,Wheat,Triticum,Caused by nematodes,Maintain good hygiene,Leaf curling,Australia,Low,Maintain field hygiene
1202,Late Blight,Wheat,Glycine,A fungal disease,Apply neem oil,Leaf curling,Europe,Medium,Maintain field hygiene
1203,Leaf Spot,Potato,Solanum,A parasitic infection,Maintain good hygiene,Yellowing leaves,Europe,Medium,Crop rotation
1204,Rust,Tomato,Solanum,A viral infection,Rotate crops,Yellowing leaves,Asia,Medium,Use certified seeds
1205,Powdery Mildew,Corn,Triticum,A parasitic infection,Apply neem oil,White powder on leaves,America,High,Crop rotation
1206,Anthracnose,Tomato,Glycine,A viral infection,Maintain good hygiene,Black spots on leaves,Europe,Low,Maintain field hygiene
1207,Late Blight,Tomato,Triticum,Caused by nematodes,Use fungicides,Reddish pustules,Africa,Low,Crop rotation
1208,Anthracnose,Wheat,Solanum,A bacterial infection,Rotate crops,Reddish pustules,Europe,Low,Avoid overhead irrigation
1209,Powdery Mildew,Soybean,Solanum,A bacterial infection,Apply neem oil,White powder on leaves,Australia,Low,Use mulch
1210,Powdery Mildew,Potato,Triticum,Caused by nematodes,Use resistant varieties,Reddish pustules,Australia,High,Maintain field hygiene
1211,Anthracnose,Soybean,Lycopersicon,A viral infection,Rotate crops,Leaf curling,Asia,High,Maintain field hygiene
1212,Powdery Mildew,Wheat,Zea,A bacterial infection,Rotate crops,Reddish pustules,Europe,Medium,Avoid overhead irrigation
1213,Powdery Mildew,Tomato,Triticum,A fungal disease,Maintain good hygiene,White powder on leaves,Europe,Low,Use mulch
1214,Powdery Mildew,Potato,Lycopersicon,A viral infection,Apply neem oil,Reddish pustules,Asia,Low,Use certified seeds
1215,Leaf Spot,Corn,Glycine,A bacterial infection,Maintain good hygiene,White powder on leaves,Europe,High,Use mulch
1216,Leaf Spot,Corn,Solanum,A bacterial infection,Rotate crops,Reddish pustules,America,Medium,Avoid overhead irrigation
1217,Rust,Tomato,Solanum,A fungal disease,Use fungicides,Leaf curling,Asia,Medium,Use mulch
1218,Anthracnose,Soybean,Triticum,Caused by nematodes,Apply neem oil,Black spots on leaves,Asia,Medium,Avoid overhead irrigation
1219,Late Blight,Soybean,Glycine,A bacterial infection,Apply neem oil,Yellowing leaves,America,Medium,Avoid overhead irrigation
1220,Anthracnose,Potato,Triticum,A fungal disease,Apply neem oil,Yellowing leaves,Africa,Medium,Use certified seeds
1221,Anthracnose,Wheat,Zea,A parasitic infection,Use fungicides,Leaf curling,Europe,Medium,Use certified seeds
1222,Rust,Soybean,Triticum,Caused by nematodes,Rotate crops,Reddish pustules,Europe,High,Use mulch
1223,Leaf Spot,Corn,Solanum,A viral infection,Use resistant varieties,White powder on leaves,Africa,High,Use certified seeds
1224,Late Blight,Corn,Solanum,Caused by nematodes,Rotate crops,Reddish pustules,Australia,Low,Maintain field hygiene
1225,Late Blight,Corn,Lycopersicon,A bacterial infection,Use fungicides,Leaf curling,Asia,High,Use mulch
1226,Rust,Soybean,Zea,A bacterial infection,Maintain good hygiene,White powder on leaves,Asia,Low,Crop rotation
1227,Powdery Mildew,Tomato,Lycopersicon,A fungal disease,Maintain good hygiene,Black spots on leaves,Australia,Medium,Use mulch
1228,Anthracnose,Soybean,Zea,A bacterial infection,Use resistant varieties,White powder on leaves,America,High,Maintain field hygiene
1229,Anthracnose,Soybean,Solanum,Caused by nematodes,Maintain good hygiene,Yellowing leaves,Australia,Medium,Crop rotation
1230,Late Blight,Potato,Triticum,A fungal disease,Use fungicides,Reddish pustules,America,High,Use mulch
1231,Anthracnose,Wheat,Solanum,A parasitic infection,Use resistant varieties,Black spots on leaves,Asia,High,Avoid overhead irrigation
1232,Late Blight,Soybean,Lycopersicon,A parasitic infection,Use fungicides,Black spots on leaves,Europe,Low,Avoid overhead irrigation
1233,Leaf Spot,Soybean,Lycopersicon,A parasitic infection,Apply neem oil,White powder on leaves,America,High,Crop rotation
1234,Leaf Spot,Wheat,Triticum,A fungal disease,Maintain good hygiene,Yellowing leaves,Asia,Medium,Crop rotation
1235,Late Blight,Corn,Glycine,Caused by nematodes,Apply neem oil,Yellowing leaves,Asia,High,Use certified seeds
1236,Rust,Wheat,Solanum,A fungal disease,Rotate crops,Yellowing leaves,America,Medium,Use mulch
1237,Anthracnose,Soybean,Lycopersicon,A viral infection,Apply neem oil,Black spots on leaves,Africa,Low,Maintain field hygiene
1238,Late Blight,Tomato,Glycine,A fungal disease,Maintain good hygiene,White powder on leaves,America,High,Crop rotation
1239,Rust,Potato,Glycine,A bacterial infection,Rotate crops,Black spots on leaves,Asia,High,Crop rotation
1240,Leaf Spot,Potato,Solanum,A parasitic infection,Maintain good hygiene,Yellowing leaves,Europe,High,Use certified seeds
1241,Anthracnose,Wheat,Lycopersicon,A fungal disease,Maintain good hygiene,Yellowing leaves,Australia,High,Use mulch
1242,Anthracnose,Wheat,Glycine,A viral infection,Maintain good hygiene,White powder on leaves,Africa,Low,Use certified seeds
1243,Leaf Spot,Corn,Lycopersicon,A bacterial infection,Use fungicides,Yellowing leaves,Asia,High,Crop rotation
1244,Powdery Mildew,Potato,Glycine,Caused by nematodes,Maintain good hygiene,Black spots on leaves,Europe,High,Avoid overhead irrigation
1245,Late Blight,Wheat,Solanum,A fungal disease,Rotate crops,White powder on leaves,Africa,Medium,Crop rotation
1246,Rust,Soybean,Solanum,A parasitic infection,Rotate crops,Black spots on leaves,Europe,Low,Use certified seeds
1247,Rust,Soybean,Lycopersicon,A bacterial infection,Use resistant varieties,Leaf curling,Asia,High,Maintain field hygiene
1248,Powdery Mildew,Tomato,Solanum,A fungal disease,Maintain good hygiene,Leaf curling,Europe,High,Use mulch
1249,Rust,Tomato,Zea,A bacterial infection,Use fungicides,Black spots on leaves,Asia,Low,Use certified seeds
1250,Rust,Wheat,Solanum,A bacterial infection,Maintain good hygiene,Reddish pustules,Europe,High,Maintain field hygiene
1251,Anthracnose,Corn,Triticum,A bacterial infection,Rotate crops,Yellowing leaves,Europe,Low,Avoid overhead irrigation
1252,Late Blight,Corn,Solanum,A viral infection,Apply neem oil,Leaf curling,Africa,Medium,Maintain field hygiene
1253,Anthracnose,Corn,Lycopersicon,A fungal disease,Maintain good hygiene,Black spots on leaves,Australia,Low,Maintain field hygiene
1254,Leaf Spot,Corn,Glycine,A bacterial infection,Use fungicides,White powder on leaves,Africa,Low,Use mulch
1255,Anthracnose,Potato,Zea,A fungal disease,Rotate crops,Black spots on leaves,America,High,Use mulch
1256,Powdery Mildew,Corn,Lycopersicon,A bacterial infection,Maintain good hygiene,Leaf curling,America,Low,Maintain field hygiene
1257,Late Blight,Tomato,Lycopersicon,A parasitic infection,Use resistant varieties,Yellowing leaves,Asia,Medium,Use certified seeds
1258,Powdery Mildew,Tomato,Glycine,A fungal disease,Apply neem oil,Black spots on leaves,Europe,Low,Crop rotation
1259,Late Blight,Potato,Glycine,A fungal disease,Rotate crops,Leaf curling,Africa,Medium,Crop rotation
1260,Late Blight,Wheat,Triticum,A parasitic infection,Use resistant varieties,Black spots on leaves,Europe,High,Use certified seeds
1261,Late Blight,Soybean,Lycopersicon,A fungal disease,Rotate crops,Black spots on leaves,Australia,Medium,Avoid overhead irrigation
1262,Rust,Tomato,Zea,A bacterial infection,Apply neem oil,Leaf curling,Europe,Low,Use certified seeds
1263,Anthracnose,Tomato,Triticum,A viral infection,Use resistant varieties,Reddish pustules,Asia,Low,Crop rotation
1264,Rust,Potato,Triticum,A fungal disease,Use resistant varieties,White powder on leaves,Africa,Medium,Use mulch
1265,Rust,Tomato,Zea,A parasitic infection,Apply neem oil,White powder on leaves,America,Medium,Use mulch
1266,Anthracnose,Soybean,Glycine,A viral infection,Apply neem oil,White powder on leaves,Australia,Low,Use mulch
1267,Powdery Mildew,Potato,Glycine,A fungal disease,Apply neem oil,Leaf curling,Europe,Low,Use mulch
1268,Late Blight,Corn,Lycopersicon,A bacterial infection,Rotate crops,Reddish pustules,Australia,Low,Use mulch
1269,Powdery Mildew,Corn,Triticum,Caused by nematodes,Rotate crops,Yellowing leaves,Australia,Low,Maintain field hygiene
1270,Powdery Mildew,Corn,Zea,Caused by nematodes,Use fungicides,Yellowing leaves,Australia,Medium,Avoid overhead irrigation
1271,Leaf Spot,Soybean,Zea,A viral infection,Use resistant varieties,Yellowing leaves,Australia,Low,Use mulch
1272,Rust,Wheat,Zea,A parasitic infection,Use resistant varieties,Reddish pustules,Africa,Medium,Avoid overhead irrigation
1273,Late Blight,Tomato,Triticum,A fungal disease,Maintain good hygiene,Yellowing leaves,Australia,High,Avoid overhead irrigation
1274,Anthracnose,Soybean,Solanum,Caused by nematodes,Use resistant varieties,Leaf curling,Australia,Low,Maintain field hygiene
1275,Powdery Mildew,Wheat,Solanum,Caused by nematodes,Use fungicides,Black spots on leaves,Africa,Medium,Avoid overhead irrigation
1276,Leaf Spot,Potato,Lycopersicon,A fungal disease,Use fungicides,Yellowing leaves,Asia,Low,Use certified seeds
1277,Leaf Spot,Soybean,Triticum,A fungal disease,Apply neem oil,Black spots on leaves,America,Low,Crop rotation
1278,Powdery Mildew,Potato,Triticum,A parasitic infection,Use resistant varieties,Reddish pustules,America,Low,Use mulch
1279,Powdery Mildew,Wheat,Solanum,A fungal disease,Use fungicides,White powder on leaves,Australia,Low,Use mulch
1280,Leaf Spot,Soybean,Glycine,Caused by nematodes,Apply neem oil,Black spots on leaves,Australia,Medium,Use mulch
1281,Rust,Tomato,Solanum,A fungal disease,Use fungicides,Black spots on leaves,America,High,Maintain field hygiene
1282,Leaf Spot,Wheat,Triticum,A bacterial infection,Use resistant varieties,Yellowing leaves,Europe,Medium,Crop rotation
1283,Leaf Spot,Tomato,Zea,Caused by nematodes,Use resistant varieties,Black spots on leaves,Europe,Medium,Use mulch
1284,Leaf Spot,Potato,Triticum,A viral infection,Apply neem oil,Yellowing leaves,Australia,Low,Crop rotation
1285,Rust,Tomato,Lycopersicon,A parasitic infection,Use resistant varieties,White powder on leaves,America,Low,Use certified seeds
1286,Rust,Soybean,Solanum,Caused by nematodes,Apply neem oil,Black spots on leaves,Europe,High,Use certified seeds
1287,Rust,Soybean,Lycopersicon,A fungal disease,Use resistant varieties,White powder on leaves,Europe,High,Use mulch
1288,Anthracnose,Corn,Solanum,A parasitic infection,Maintain good hygiene,White powder on leaves,America,Medium,Use mulch
1289,Anthracnose,Tomato,Solanum,A parasitic infection,Apply neem oil,Yellowing leaves,Europe,High,Use certified seeds
1290,Anthracnose,Corn,Lycopersicon,A viral infection,Maintain good hygiene,White powder on leaves,America,High,Use certified seeds
1291,Anthracnose,Wheat,Lycopersicon,A bacterial infection,Use resistant varieties,Black spots on leaves,Africa,Medium,Crop rotation
1292,Late Blight,Potato,Zea,A bacterial infection,Rotate crops,Black spots on leaves,Australia,Medium,Use certified seeds
1293,Late Blight,Wheat,Lycopersicon,A fungal disease,Use resistant varieties,Yellowing leaves,America,Medium,Use mulch
1294,Late Blight,Potato,Glycine,A bacterial infection,Rotate crops,White powder on leaves,Asia,High,Use certified seeds
1295,Powdery Mildew,Tomato,Triticum,A parasitic infection,Use resistant varieties,White powder on leaves,America,Low,Crop rotation
1296,Late Blight,Soybean,Zea,A fungal disease,Apply neem oil,White powder on leaves,Africa,Low,Avoid overhead irrigation
1297,Powdery Mildew,Tomato,Solanum,A bacterial infection,Use fungicides,White powder on leaves,Asia,High,Avoid overhead irrigation
1298,Leaf Spot,Potato,Glycine,A fungal disease,Apply neem oil,Leaf curling,Europe,Medium,Crop rotation
1299,Late Blight,Corn,Lycopersicon,A parasitic infection,Rotate crops,Yellowing leaves,Asia,Low,Crop rotation
1300,Rust,Potato,Lycopersicon,A parasitic infection,Use resistant varieties,Reddish pustules,Asia,High,Use mulch
